[2025-08-10T00:00:01.914+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-10T00:00:01.928+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-08-09T00:00:00+00:00 [queued]>
[2025-08-10T00:00:01.934+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-08-09T00:00:00+00:00 [queued]>
[2025-08-10T00:00:01.934+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-10T00:00:01.943+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-09 00:00:00+00:00
[2025-08-10T00:00:01.951+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'scheduled__2025-08-09T00:00:00+00:00', '--job-id', '875', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmp2chcnp6i']
[2025-08-10T00:00:01.951+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=1773) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-10T00:00:01.959+0000] {standard_task_runner.py:105} INFO - Job 875: Subtask generator_stream_data
[2025-08-10T00:00:01.959+0000] {standard_task_runner.py:72} INFO - Started process 1776 to run task
[2025-08-10T00:00:01.997+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data scheduled__2025-08-09T00:00:00+00:00 [running]> on host 65480d99695f
[2025-08-10T00:00:02.050+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-09T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-08-09T00:00:00+00:00'
[2025-08-10T00:00:02.051+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-10T00:00:02.325+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-10T00:00:02.346+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.8', 19092)]>: Broker version identified as 2.6
[2025-08-10T00:00:02.347+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-10T00:00:02.451+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.8', 19092) IPv4]
[2025-08-10T00:00:02.451+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
[2025-08-10T00:00:02.452+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Closing connection. 
[2025-08-10T00:00:02.475+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-10T00:00:02.586+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-10T00:00:02.690+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-10T00:00:02.793+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-10T00:00:02.920+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kerry Eaton', 'song': 'Quantum', 'album': 'Afterglow', 'genre': 'Electronic', 'artist': 'Amanda Morgan', 'stream_date': '2025-03-26'}
[2025-08-10T00:00:02.950+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Dalton Bailey', 'song': 'Velocity', 'album': 'Islands', 'genre': 'Rock', 'artist': 'Michele Tran', 'stream_date': '2025-05-29'}
[2025-08-10T00:00:02.951+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Richard Smith', 'song': 'Gravity', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Rita Ortiz', 'stream_date': '2025-08-10'}
[2025-08-10T00:00:02.951+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nicholas Daniels', 'song': 'Pulse', 'album': 'Rebellion', 'genre': 'Pop', 'artist': 'John Bailey', 'stream_date': '2025-01-19'}
[2025-08-10T00:00:02.952+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kyle Romero', 'song': 'Crescendo', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Cody Meyer', 'stream_date': '2025-07-01'}
[2025-08-10T00:00:02.953+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brenda Douglas', 'song': 'Pulse', 'album': 'Nightfall', 'genre': 'Electronic', 'artist': 'Michael Mueller', 'stream_date': '2025-01-19'}
[2025-08-10T00:00:02.953+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Luis Mcconnell', 'song': 'Aurora?', 'album': 'Visions', 'genre': 'Hip-Hop', 'artist': 'Diana Sanchez', 'stream_date': '2025-03-28'}
[2025-08-10T00:00:02.954+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alexandra Bailey', 'song': 'Eclipse', 'album': 'Utopia', 'genre': 'Electronic', 'artist': 'Jose Cortez', 'stream_date': '2025-01-21'}
[2025-08-10T00:00:02.955+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Katie Garrett', 'song': 'Solstice', 'album': 'Rebellion', 'genre': 'Electronic', 'artist': 'Emily Valdez', 'stream_date': '2025-07-17'}
[2025-08-10T00:00:02.955+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kristine Ferguson', 'song': 'Vortex', 'album': 'Visions', 'genre': 'Metal', 'artist': 'Dr. Michael Lewis', 'stream_date': '2024-09-01'}
[2025-08-10T00:00:02.956+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Samantha Ford', 'song': 'Constellation', 'album': 'Nightfall', 'genre': 'Hip-Hop', 'artist': 'Sonya Smith', 'stream_date': '2025-01-21'}
[2025-08-10T00:00:02.957+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Angela Cameron', 'song': 'Crescendo', 'album': 'Nightfall', 'genre': 'Jazz', 'artist': 'Mr. Shawn Lopez', 'stream_date': '2025-02-25'}
[2025-08-10T00:00:02.958+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Gary Bailey', 'song': 'Mirage?', 'album': 'Elysium', 'genre': 'Country', 'artist': 'Lori Peters', 'stream_date': '2025-02-19'}
[2025-08-10T00:00:02.959+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Heather Willis', 'song': 'Silhouette', 'album': 'Elysium', 'genre': 'R&B', 'artist': 'Christina Jacobs', 'stream_date': '2024-08-20'}
[2025-08-10T00:00:02.960+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rebecca Davis', 'song': 'Constellation', 'album': 'Nightfall', 'genre': 'Reggae', 'artist': 'Jennifer Stokes', 'stream_date': '2024-11-07'}
[2025-08-10T00:00:02.962+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Bobby Clayton', 'song': 'Momentum', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Jeremy Wilkinson', 'stream_date': '2025-07-25'}
[2025-08-10T00:00:02.964+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'James Thomas', 'song': 'Cascade', 'album': 'Daybreak', 'genre': 'Pop', 'artist': 'Pamela Jimenez', 'stream_date': '2025-01-29'}
[2025-08-10T00:00:02.967+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Angie Sanchez', 'song': 'Ember!', 'album': 'Ascension', 'genre': 'Rock', 'artist': 'Andrea Murray', 'stream_date': '2025-02-25'}
[2025-08-10T00:00:02.968+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Janice Maddox', 'song': 'Nomad', 'album': 'Utopia', 'genre': 'Electronic', 'artist': 'John Davis', 'stream_date': '2024-10-06'}
[2025-08-10T00:00:02.969+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michael Grant', 'song': 'Gravity', 'album': 'Visions', 'genre': 'Electronic', 'artist': 'Mary Ballard', 'stream_date': '2025-08-21'}
[2025-08-10T00:00:02.970+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Haley Rodriguez', 'song': 'Silhouette', 'album': 'Utopia', 'genre': 'R&B', 'artist': 'Tiffany Moss', 'stream_date': '2025-02-12'}
[2025-08-10T00:00:02.971+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joshua Gilmore', 'song': 'Phoenix', 'album': 'Afterglow', 'genre': 'R&B', 'artist': 'Anthony Waller', 'stream_date': '2025-02-15'}
[2025-08-10T00:00:02.972+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christina Hall', 'song': 'Luminous', 'album': 'Nightfall', 'genre': 'Rock', 'artist': 'James Miller', 'stream_date': '2025-09-08'}
[2025-08-10T00:00:02.973+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Anna Morrow', 'song': 'Vapor', 'album': 'Utopia', 'genre': 'Reggae', 'artist': 'Marissa Wilson', 'stream_date': '2024-08-31'}
[2025-08-10T00:00:02.974+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kenneth Costa', 'song': 'Solace', 'album': 'Nightfall', 'genre': 'Classical', 'artist': 'Jennifer Romero DDS', 'stream_date': '2025-07-16'}
[2025-08-10T00:00:02.976+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alexis Caldwell', 'song': 'Luminous', 'album': 'Daybreak', 'genre': 'Metal', 'artist': 'Eduardo Kelly', 'stream_date': '2025-04-26'}
[2025-08-10T00:00:02.977+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Hayley Martinez', 'song': 'Solstice', 'album': 'Paragon', 'genre': 'Hip-Hop', 'artist': 'Jonathan Willis', 'stream_date': '2025-08-31'}
[2025-08-10T00:00:02.977+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Trevor Medina', 'song': 'Eclipse', 'album': 'Ascension', 'genre': 'R&B', 'artist': 'William Mclean', 'stream_date': '2025-04-08'}
[2025-08-10T00:00:02.978+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jordan Davis', 'song': 'Aurora?', 'album': 'Paragon', 'genre': 'Jazz', 'artist': 'Susan Brown', 'stream_date': '2024-09-04'}
[2025-08-10T00:00:02.979+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kristine Rogers', 'song': 'Nomad', 'album': 'Rebellion', 'genre': 'Rock', 'artist': 'William Green', 'stream_date': '2025-01-01'}
[2025-08-10T00:00:02.981+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Denise Gamble', 'song': 'Celestial', 'album': 'Nightfall', 'genre': 'Electronic', 'artist': 'Angela Moody', 'stream_date': '2025-06-27'}
[2025-08-10T00:00:02.981+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Charlotte Harper', 'song': 'Aurora', 'album': 'Afterglow', 'genre': 'Hip-Hop', 'artist': 'John Nguyen', 'stream_date': '2025-06-15'}
[2025-08-10T00:00:02.983+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Fisher', 'song': 'Zenith', 'album': 'Daybreak', 'genre': 'Rock', 'artist': 'Alexis Freeman MD', 'stream_date': '2025-04-16'}
[2025-08-10T00:00:02.984+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Taylor Johnson', 'song': 'Quantum', 'album': 'Limelight', 'genre': 'Hip-Hop', 'artist': 'Laura Johnson', 'stream_date': '2024-10-24'}
[2025-08-10T00:00:02.985+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Shawn Reyes', 'song': 'Silhouette', 'album': 'Static', 'genre': 'Classical', 'artist': 'Nicholas Martin', 'stream_date': '2024-09-11'}
[2025-08-10T00:00:02.986+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Elizabeth Meyer', 'song': 'Phoenix', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Crystal Miller', 'stream_date': '2025-08-02'}
[2025-08-10T00:00:02.992+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Olson', 'song': 'Radiance', 'album': 'Afterglow', 'genre': 'R&B', 'artist': 'Marie Randall', 'stream_date': '2025-04-04'}
[2025-08-10T00:00:02.998+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Justin Sims', 'song': 'Solace', 'album': 'Daybreak', 'genre': 'Hip-Hop', 'artist': 'Stacy Whitney', 'stream_date': '2024-08-09'}
[2025-08-10T00:00:03.001+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rachel Davis', 'song': 'Solstice', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Clifford Fisher', 'stream_date': '2024-08-30'}
[2025-08-10T00:00:03.002+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Angela Stephenson', 'song': 'Gravity', 'album': 'Sanctuary', 'genre': 'Reggae', 'artist': 'Dylan Reilly', 'stream_date': '2025-09-04'}
[2025-08-10T00:00:03.003+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Alyssa Rivera', 'song': 'Serenity', 'album': 'Utopia', 'genre': 'Pop', 'artist': 'Jill Hamilton', 'stream_date': '2024-10-21'}
[2025-08-10T00:00:03.003+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michelle Garza', 'song': 'Constellation', 'album': 'Utopia', 'genre': 'Reggae', 'artist': 'Erik Davis', 'stream_date': '2024-12-04'}
[2025-08-10T00:00:03.003+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Wayne Hunter', 'song': 'Radiant', 'album': 'Threshold', 'genre': 'Hip-Hop', 'artist': 'Kimberly Smith', 'stream_date': '2025-03-11'}
[2025-08-10T00:00:03.004+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Teresa Ramirez', 'song': 'Nomad', 'album': 'Static', 'genre': 'Jazz', 'artist': 'Dr. Rhonda Hawkins', 'stream_date': '2025-01-02'}
[2025-08-10T00:00:03.005+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kristen Ingram', 'song': 'Spectrum', 'album': 'Limelight', 'genre': 'Classical', 'artist': 'Ronald Richardson', 'stream_date': '2025-03-11'}
[2025-08-10T00:00:03.007+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rachel Gonzalez', 'song': 'Eclipse', 'album': 'Sanctuary', 'genre': 'Classical', 'artist': 'Tracy Sharp', 'stream_date': '2024-12-24'}
[2025-08-10T00:00:03.008+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Patricia Smith', 'song': 'Momentum', 'album': 'Sanctuary', 'genre': 'Rock', 'artist': 'Breanna Sutton', 'stream_date': '2025-08-20'}
[2025-08-10T00:00:03.009+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Watson', 'song': 'Solace', 'album': 'Exodus', 'genre': 'Jazz', 'artist': 'Peter Holden', 'stream_date': '2025-06-11'}
[2025-08-10T00:00:03.017+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christopher Barnes', 'song': 'Horizon', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Joseph Blevins', 'stream_date': '2025-02-10'}
[2025-08-10T00:00:03.025+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kyle Cantrell', 'song': 'Mirage', 'album': 'Afterglow', 'genre': 'R&B', 'artist': 'Joshua Barker', 'stream_date': '2024-08-30'}
[2025-08-10T00:00:03.029+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Amanda Donaldson', 'song': 'Drift', 'album': 'Threshold', 'genre': 'Metal', 'artist': 'Travis Mason', 'stream_date': '2025-03-18'}
[2025-08-10T00:00:03.033+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Matthew Thomas', 'song': 'Horizon', 'album': 'Visions', 'genre': 'R&B', 'artist': 'James Lang', 'stream_date': '2025-07-19'}
[2025-08-10T00:00:03.036+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Molly Garcia', 'song': 'Pulse!', 'album': 'Limelight', 'genre': 'Electronic', 'artist': 'Kurt Young', 'stream_date': '2025-06-24'}
[2025-08-10T00:00:03.037+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Julie Shaw', 'song': 'Crescendo', 'album': 'Elysium', 'genre': 'R&B', 'artist': 'Virginia Davis', 'stream_date': '2024-11-14'}
[2025-08-10T00:00:03.038+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Greg Beck', 'song': 'Reverie', 'album': 'Ascension', 'genre': 'Electronic', 'artist': 'Corey Barnett', 'stream_date': '2025-03-02'}
[2025-08-10T00:00:03.040+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rachel Rocha', 'song': 'Odyssey', 'album': 'Paragon', 'genre': 'Electronic', 'artist': 'Ryan Lee', 'stream_date': '2025-09-02'}
[2025-08-10T00:00:03.042+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Samantha Harris', 'song': 'Aurora', 'album': 'Afterglow', 'genre': 'Classical', 'artist': 'Scott Holmes', 'stream_date': '2025-04-05'}
[2025-08-10T00:00:03.043+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Susan Young', 'song': 'Vortex', 'album': 'Rebellion', 'genre': 'Jazz', 'artist': 'Vincent Benton', 'stream_date': '2025-06-11'}
[2025-08-10T00:00:03.044+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Donna Hansen', 'song': 'Radiance', 'album': 'Sanctuary', 'genre': 'Electronic', 'artist': 'Laura Mendoza', 'stream_date': '2024-10-04'}
