[2025-08-05T21:29:53.526+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-05T21:29:53.558+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T21:29:52.326448+00:00 [queued]>
[2025-08-05T21:29:53.574+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T21:29:52.326448+00:00 [queued]>
[2025-08-05T21:29:53.574+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-05T21:29:53.604+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-08-05 21:29:52.326448+00:00
[2025-08-05T21:29:53.621+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=524) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-05T21:29:53.624+0000] {standard_task_runner.py:72} INFO - Started process 533 to run task
[2025-08-05T21:29:53.621+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'manual__2025-08-05T21:29:52.326448+00:00', '--job-id', '717', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmp16gi9r8v']
[2025-08-05T21:29:53.626+0000] {standard_task_runner.py:105} INFO - Job 717: Subtask generator_stream_data
[2025-08-05T21:29:53.685+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data manual__2025-08-05T21:29:52.326448+00:00 [running]> on host ef2c5d727bcb
[2025-08-05T21:29:53.771+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-08-05T21:29:52.326448+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-08-05T21:29:52.326448+00:00'
[2025-08-05T21:29:53.774+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-05T21:29:53.806+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T21:29:53.815+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 19092)]>: Broker version identified as 2.6
[2025-08-05T21:29:53.816+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T21:29:53.927+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T21:29:53.929+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T21:29:53.930+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Closing connection. 
[2025-08-05T21:29:53.937+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.041+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.149+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.255+0000] {cluster.py:316} ERROR - Topic stream_data not found in cluster metadata
[2025-08-05T21:29:54.364+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Griffin', 'song': 'Aurora?', 'album': 'Daybreak', 'genre': 'Pop', 'artist': 'David Gilbert', 'stream_date': '2012-11-07'}
[2025-08-05T21:29:54.401+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Scott Ryan', 'song': 'Odyssey', 'album': 'Limelight', 'genre': 'Pop', 'artist': 'Douglas Perkins MD', 'stream_date': '1973-08-11'}
[2025-08-05T21:29:54.402+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Dillon Roberson', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'Rock', 'artist': 'Justin Escobar', 'stream_date': '1999-10-06'}
[2025-08-05T21:29:54.406+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Robert Douglas', 'song': 'Paradox', 'album': 'Exodus', 'genre': 'Pop', 'artist': 'Stacy Weber', 'stream_date': '1980-04-16'}
[2025-08-05T21:29:54.408+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nicholas Wilkerson', 'song': 'Prism!', 'album': 'Static', 'genre': 'Rock', 'artist': 'Vicki Richardson', 'stream_date': '1998-10-10'}
[2025-08-05T21:29:54.411+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jonathan Allen', 'song': 'Velvet', 'album': 'Paragon', 'genre': 'Hip-Hop', 'artist': 'Kimberly Martinez', 'stream_date': '2003-04-12'}
[2025-08-05T21:29:54.415+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Melanie Rose', 'song': 'Serenity', 'album': 'Rebellion', 'genre': 'Classical', 'artist': 'James Hamilton', 'stream_date': '1998-04-01'}
[2025-08-05T21:29:54.417+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Eaton', 'song': 'Vortex', 'album': 'Paragon', 'genre': 'Pop', 'artist': 'Stephanie Smith', 'stream_date': '2019-04-17'}
[2025-08-05T21:29:54.419+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'George Butler', 'song': 'Infinity', 'album': 'Islands', 'genre': 'Hip-Hop', 'artist': 'Sandra Porter', 'stream_date': '1992-05-20'}
[2025-08-05T21:29:54.425+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Charles Wagner', 'song': 'Solace', 'album': 'Afterglow', 'genre': 'Rock', 'artist': 'Michael Reid', 'stream_date': '1970-06-12'}
[2025-08-05T21:29:54.427+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Megan Fisher', 'song': 'Serenity', 'album': 'Elysium', 'genre': 'Hip-Hop', 'artist': 'Angelica Smith', 'stream_date': '1973-04-04'}
[2025-08-05T21:29:54.428+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Gabriela David', 'song': 'Spectrum', 'album': 'Sanctuary', 'genre': 'Rock', 'artist': 'Jesus Stephens', 'stream_date': '2022-08-19'}
[2025-08-05T21:29:54.430+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Robin Kennedy', 'song': 'Anthem', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Dr. Elizabeth Black', 'stream_date': '1996-08-24'}
[2025-08-05T21:29:54.432+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jennifer Scott', 'song': 'Horizon', 'album': 'Limelight', 'genre': 'Country', 'artist': 'Erika Barrett', 'stream_date': '2017-11-10'}
[2025-08-05T21:29:54.436+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michael Lindsey', 'song': 'Solace', 'album': 'Ascension', 'genre': 'Metal', 'artist': 'Kim Kelly', 'stream_date': '1982-03-04'}
[2025-08-05T21:29:54.438+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Amanda Hudson', 'song': 'Horizon', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Katelyn Parker', 'stream_date': '2011-07-17'}
[2025-08-05T21:29:54.440+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christopher Livingston', 'song': 'Aurora', 'album': 'Sanctuary', 'genre': 'Pop', 'artist': 'Eugene Calderon', 'stream_date': '2013-04-19'}
[2025-08-05T21:29:54.443+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'James Peterson', 'song': 'Radiant', 'album': 'Static', 'genre': 'Reggae', 'artist': 'Connie Gordon', 'stream_date': '2016-03-13'}
[2025-08-05T21:29:54.445+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Frank Rush', 'song': 'Mosaic', 'album': 'Nightfall', 'genre': 'Metal', 'artist': 'Nicole Smith', 'stream_date': '1978-04-30'}
[2025-08-05T21:29:54.460+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brandon Flores', 'song': 'Radiance', 'album': 'Paragon', 'genre': 'Electronic', 'artist': 'Denise Gill', 'stream_date': '1993-06-12'}
[2025-08-05T21:29:54.463+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Stacy Sutton', 'song': 'Crescendo', 'album': 'Afterglow', 'genre': 'Reggae', 'artist': 'Lindsay Caldwell', 'stream_date': '2022-10-02'}
[2025-08-05T21:29:54.466+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joshua Moore', 'song': 'Velocity', 'album': 'Paragon', 'genre': 'Hip-Hop', 'artist': 'David Reid', 'stream_date': '2002-01-10'}
[2025-08-05T21:29:54.468+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brenda Owens', 'song': 'Tempest', 'album': 'Daybreak', 'genre': 'Rock', 'artist': 'Courtney Brown', 'stream_date': '2006-08-15'}
[2025-08-05T21:29:54.469+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'April Meza', 'song': 'Radiant', 'album': 'Limelight', 'genre': 'Rock', 'artist': 'Stephanie Wilson', 'stream_date': '2018-01-27'}
[2025-08-05T21:29:54.470+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Vanessa Gaines', 'song': 'Labyrinth', 'album': 'Daybreak', 'genre': 'Hip-Hop', 'artist': 'Mark Boyd', 'stream_date': '1981-04-11'}
[2025-08-05T21:29:54.471+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Betty Reid', 'song': 'Cascade', 'album': 'Nightfall', 'genre': 'Jazz', 'artist': 'Amber Fuller', 'stream_date': '2003-05-24'}
[2025-08-05T21:29:54.475+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Salas', 'song': 'Vortex', 'album': 'Paragon', 'genre': 'Rock', 'artist': 'Mitchell Cook', 'stream_date': '1989-10-19'}
[2025-08-05T21:29:54.478+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Colleen Moore', 'song': 'Horizon!', 'album': 'Limelight', 'genre': 'Rock', 'artist': 'Robert Jones', 'stream_date': '2010-11-17'}
[2025-08-05T21:29:54.484+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joshua Gomez', 'song': 'Aurora?', 'album': 'Exodus', 'genre': 'Hip-Hop', 'artist': 'Angela Soto', 'stream_date': '2021-07-30'}
[2025-08-05T21:29:54.484+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Diane Garcia', 'song': 'Luminous', 'album': 'Ascension', 'genre': 'Rock', 'artist': 'Teresa Weaver', 'stream_date': '2000-09-11'}
[2025-08-05T21:29:54.498+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Solis', 'song': 'Aurora', 'album': 'Threshold', 'genre': 'Country', 'artist': 'Spencer Vang', 'stream_date': '1973-09-08'}
[2025-08-05T21:29:54.500+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christina Williams', 'song': 'Velvet', 'album': 'Islands', 'genre': 'Classical', 'artist': 'Zachary Manning', 'stream_date': '1992-11-05'}
[2025-08-05T21:29:54.501+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kimberly Harrington', 'song': 'Constellation', 'album': 'Paragon', 'genre': 'Rock', 'artist': 'Deborah Curtis', 'stream_date': '2001-11-22'}
[2025-08-05T21:29:54.502+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Tucker', 'song': 'Fragment', 'album': 'Islands', 'genre': 'Jazz', 'artist': 'Meagan Hernandez', 'stream_date': '2022-03-11'}
[2025-08-05T21:29:54.508+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michael Garcia', 'song': 'Fragment', 'album': 'Static', 'genre': 'Classical', 'artist': 'John Gray', 'stream_date': '1992-08-08'}
[2025-08-05T21:29:54.512+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Micheal Good', 'song': 'Gravity', 'album': 'Static', 'genre': 'Reggae', 'artist': 'Robert Stevens', 'stream_date': '2012-07-30'}
[2025-08-05T21:29:54.515+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Stephanie Phillips', 'song': 'Vapor', 'album': 'Utopia', 'genre': 'Metal', 'artist': 'Robert Hester', 'stream_date': '1988-01-24'}
[2025-08-05T21:29:54.518+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Miss Michelle Yang', 'song': 'Phoenix', 'album': 'Rebellion', 'genre': 'R&B', 'artist': 'Ashley Ellis', 'stream_date': '2006-12-11'}
[2025-08-05T21:29:54.521+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Scott Turner', 'song': 'Infinity', 'album': 'Paragon', 'genre': 'Reggae', 'artist': 'Kayla Andrews', 'stream_date': '1985-01-05'}
[2025-08-05T21:29:54.529+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Matthew Barber', 'song': 'Quantum', 'album': 'Nightfall', 'genre': 'Hip-Hop', 'artist': 'Jillian Martinez', 'stream_date': '2000-10-13'}
[2025-08-05T21:29:54.531+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Velasquez', 'song': 'Celestial', 'album': 'Elysium', 'genre': 'Hip-Hop', 'artist': 'Jennifer Wade', 'stream_date': '1988-06-27'}
[2025-08-05T21:29:54.538+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Larry Cooper', 'song': 'Equinox', 'album': 'Afterglow', 'genre': 'Electronic', 'artist': 'Chad Kelley', 'stream_date': '2019-10-13'}
[2025-08-05T21:29:54.540+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Pamela Haynes', 'song': 'Radiance', 'album': 'Daybreak', 'genre': 'Jazz', 'artist': 'Angela Sharp PhD', 'stream_date': '1989-06-27'}
[2025-08-05T21:29:54.548+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kayla Richardson', 'song': 'Ember', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Michael Watson', 'stream_date': '1972-09-03'}
[2025-08-05T21:29:54.554+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Wesley Hubbard', 'song': 'Paradox', 'album': 'Afterglow', 'genre': 'Metal', 'artist': 'Brandon Garza', 'stream_date': '1978-08-25'}
[2025-08-05T21:29:54.566+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nathan Johnson', 'song': 'Odyssey', 'album': 'Rebellion', 'genre': 'Reggae', 'artist': 'Stephen Smith', 'stream_date': '2013-04-13'}
[2025-08-05T21:29:54.570+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Shawn Thompson', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'Classical', 'artist': 'Christine Woodward', 'stream_date': '1973-07-20'}
[2025-08-05T21:29:54.572+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Janet Fuentes', 'song': 'Aurora?', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Lisa Velazquez', 'stream_date': '2022-08-08'}
[2025-08-05T21:29:54.574+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Dana Gibson', 'song': 'Zenith', 'album': 'Paragon', 'genre': 'Reggae', 'artist': 'Patricia Estrada', 'stream_date': '2020-11-10'}
[2025-08-05T21:29:54.583+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Larry Richardson', 'song': 'Momentum', 'album': 'Nightfall', 'genre': 'Pop', 'artist': 'Seth Martin', 'stream_date': '2019-06-27'}
[2025-08-05T21:29:54.587+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Johns', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'Country', 'artist': 'Madison Fitzpatrick', 'stream_date': '1993-03-18'}
[2025-08-05T21:29:54.589+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Samuel Trujillo', 'song': 'Odyssey', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Jeremy Cook', 'stream_date': '1977-04-10'}
[2025-08-05T21:29:54.594+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Philip Ballard', 'song': 'Euphoria', 'album': 'Rebellion', 'genre': 'Reggae', 'artist': 'Omar Bailey', 'stream_date': '1988-12-23'}
