[2025-08-05T21:30:03.120+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-05T21:30:03.172+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-02-17T00:00:00+00:00 [queued]>
[2025-08-05T21:30:03.186+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-02-17T00:00:00+00:00 [queued]>
[2025-08-05T21:30:03.186+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-05T21:30:03.212+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-02-17 00:00:00+00:00
[2025-08-05T21:30:03.231+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'scheduled__2025-02-17T00:00:00+00:00', '--job-id', '736', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmp_f4uoij5']
[2025-08-05T21:30:03.234+0000] {standard_task_runner.py:105} INFO - Job 736: Subtask generator_stream_data
[2025-08-05T21:30:03.238+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=591) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-05T21:30:03.241+0000] {standard_task_runner.py:72} INFO - Started process 611 to run task
[2025-08-05T21:30:03.307+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data scheduled__2025-02-17T00:00:00+00:00 [running]> on host ef2c5d727bcb
[2025-08-05T21:30:03.422+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-17T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-17T00:00:00+00:00'
[2025-08-05T21:30:03.425+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-05T21:30:03.461+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T21:30:03.469+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 19092)]>: Broker version identified as 2.6
[2025-08-05T21:30:03.470+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T21:30:03.580+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T21:30:03.582+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=6 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T21:30:03.583+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Closing connection. 
[2025-08-05T21:30:03.587+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Griffin', 'song': 'Aurora?', 'album': 'Daybreak', 'genre': 'Jazz', 'artist': 'David Gilbert', 'stream_date': '2012-11-07'}
[2025-08-05T21:30:03.644+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Shepherd', 'song': 'Mirage', 'album': 'Paragon', 'genre': 'Hip-Hop', 'artist': 'Lisa Blankenship', 'stream_date': '1984-11-05'}
[2025-08-05T21:30:03.649+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'William Wise', 'song': 'Velvet', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Donna Bolton', 'stream_date': '1978-02-07'}
[2025-08-05T21:30:03.657+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jo Ponce', 'song': 'Silhouette', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Shawn Frazier', 'stream_date': '1981-03-08'}
[2025-08-05T21:30:03.659+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brittany Gonzales DVM', 'song': 'Paradox', 'album': 'Daybreak', 'genre': 'Rock', 'artist': 'Cynthia Estrada', 'stream_date': '1988-12-17'}
[2025-08-05T21:30:03.663+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Emily Norman', 'song': 'Radiance', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Jeffrey Conrad', 'stream_date': '1984-07-08'}
[2025-08-05T21:30:03.666+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Hansen', 'song': 'Infinity', 'album': 'Elysium', 'genre': 'Hip-Hop', 'artist': 'Matthew Spencer', 'stream_date': '2010-12-22'}
[2025-08-05T21:30:03.669+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Villa', 'song': 'Infinity', 'album': 'Afterglow', 'genre': 'Rock', 'artist': 'Tina Meyer', 'stream_date': '1995-11-26'}
[2025-08-05T21:30:03.673+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Scott Ryan', 'song': 'Odyssey', 'album': 'Limelight', 'genre': 'Pop', 'artist': 'Douglas Perkins MD', 'stream_date': '1973-08-11'}
[2025-08-05T21:30:03.676+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Dillon Roberson', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'Country', 'artist': 'Justin Escobar', 'stream_date': '1999-10-06'}
[2025-08-05T21:30:03.678+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Robert Douglas', 'song': 'Paradox', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Stacy Weber', 'stream_date': '1980-04-16'}
[2025-08-05T21:30:03.681+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nicholas Wilkerson', 'song': 'Prism!', 'album': 'Static', 'genre': 'R&B', 'artist': 'Vicki Richardson', 'stream_date': '1998-10-10'}
[2025-08-05T21:30:03.684+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jonathan Allen', 'song': 'Velvet', 'album': 'Paragon', 'genre': 'Hip-Hop', 'artist': 'Kimberly Martinez', 'stream_date': '2003-04-12'}
[2025-08-05T21:30:03.684+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Melanie Rose', 'song': 'Serenity', 'album': 'Rebellion', 'genre': 'Electronic', 'artist': 'James Hamilton', 'stream_date': '1998-04-01'}
[2025-08-05T21:30:03.685+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'David Eaton', 'song': 'Vortex', 'album': 'Paragon', 'genre': 'Country', 'artist': 'Stephanie Smith', 'stream_date': '2019-04-17'}
[2025-08-05T21:30:03.689+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'George Butler', 'song': 'Infinity', 'album': 'Islands', 'genre': 'Country', 'artist': 'Sandra Porter', 'stream_date': '1992-05-20'}
[2025-08-05T21:30:03.690+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Charles Wagner', 'song': 'Solace', 'album': 'Afterglow', 'genre': 'Pop', 'artist': 'Michael Reid', 'stream_date': '1970-06-12'}
[2025-08-05T21:30:03.694+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Megan Fisher', 'song': 'Serenity', 'album': 'Elysium', 'genre': 'Jazz', 'artist': 'Angelica Smith', 'stream_date': '1973-04-04'}
[2025-08-05T21:30:03.698+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Gabriela David', 'song': 'Spectrum', 'album': 'Sanctuary', 'genre': 'Jazz', 'artist': 'Jesus Stephens', 'stream_date': '2022-08-19'}
[2025-08-05T21:30:03.701+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Robin Kennedy', 'song': 'Anthem', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Dr. Elizabeth Black', 'stream_date': '1996-08-24'}
[2025-08-05T21:30:03.708+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jennifer Scott', 'song': 'Horizon', 'album': 'Limelight', 'genre': 'Metal', 'artist': 'Erika Barrett', 'stream_date': '2017-11-10'}
[2025-08-05T21:30:03.713+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michael Lindsey', 'song': 'Solace', 'album': 'Ascension', 'genre': 'Jazz', 'artist': 'Kim Kelly', 'stream_date': '1982-03-04'}
[2025-08-05T21:30:03.714+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Amanda Hudson', 'song': 'Horizon', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Katelyn Parker', 'stream_date': '2011-07-17'}
[2025-08-05T21:30:03.715+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christopher Livingston', 'song': 'Aurora', 'album': 'Sanctuary', 'genre': 'Jazz', 'artist': 'Eugene Calderon', 'stream_date': '2013-04-19'}
[2025-08-05T21:30:03.718+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'James Peterson', 'song': 'Radiant', 'album': 'Static', 'genre': 'Jazz', 'artist': 'Connie Gordon', 'stream_date': '2016-03-13'}
[2025-08-05T21:30:03.718+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Frank Rush', 'song': 'Mosaic', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Nicole Smith', 'stream_date': '1978-04-30'}
[2025-08-05T21:30:03.724+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brandon Flores', 'song': 'Radiance', 'album': 'Paragon', 'genre': 'Metal', 'artist': 'Denise Gill', 'stream_date': '1993-06-12'}
[2025-08-05T21:30:03.726+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Stacy Sutton', 'song': 'Crescendo', 'album': 'Afterglow', 'genre': 'Electronic', 'artist': 'Lindsay Caldwell', 'stream_date': '2022-10-02'}
[2025-08-05T21:30:03.727+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joshua Moore', 'song': 'Velocity', 'album': 'Paragon', 'genre': 'Metal', 'artist': 'David Reid', 'stream_date': '2002-01-10'}
[2025-08-05T21:30:03.728+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brenda Owens', 'song': 'Tempest', 'album': 'Daybreak', 'genre': 'Jazz', 'artist': 'Courtney Brown', 'stream_date': '2006-08-15'}
[2025-08-05T21:30:03.729+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'April Meza', 'song': 'Radiant', 'album': 'Limelight', 'genre': 'Pop', 'artist': 'Stephanie Wilson', 'stream_date': '2018-01-27'}
[2025-08-05T21:30:03.729+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Vanessa Gaines', 'song': 'Labyrinth', 'album': 'Daybreak', 'genre': 'Country', 'artist': 'Mark Boyd', 'stream_date': '1981-04-11'}
[2025-08-05T21:30:03.730+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Betty Reid', 'song': 'Cascade', 'album': 'Nightfall', 'genre': 'Jazz', 'artist': 'Amber Fuller', 'stream_date': '2003-05-24'}
[2025-08-05T21:30:03.731+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Salas', 'song': 'Vortex', 'album': 'Paragon', 'genre': 'Reggae', 'artist': 'Mitchell Cook', 'stream_date': '1989-10-19'}
[2025-08-05T21:30:03.731+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Colleen Moore', 'song': 'Horizon!', 'album': 'Limelight', 'genre': 'Country', 'artist': 'Robert Jones', 'stream_date': '2010-11-17'}
[2025-08-05T21:30:03.731+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joshua Gomez', 'song': 'Aurora?', 'album': 'Exodus', 'genre': 'Rock', 'artist': 'Angela Soto', 'stream_date': '2021-07-30'}
[2025-08-05T21:30:03.732+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Diane Garcia', 'song': 'Luminous', 'album': 'Ascension', 'genre': 'Classical', 'artist': 'Teresa Weaver', 'stream_date': '2000-09-11'}
[2025-08-05T21:30:03.732+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Solis', 'song': 'Aurora', 'album': 'Threshold', 'genre': 'Metal', 'artist': 'Spencer Vang', 'stream_date': '1973-09-08'}
[2025-08-05T21:30:03.734+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christina Williams', 'song': 'Velvet', 'album': 'Islands', 'genre': 'R&B', 'artist': 'Zachary Manning', 'stream_date': '1992-11-05'}
[2025-08-05T21:30:03.735+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kimberly Harrington', 'song': 'Constellation', 'album': 'Paragon', 'genre': 'Reggae', 'artist': 'Deborah Curtis', 'stream_date': '2001-11-22'}
[2025-08-05T21:30:03.736+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Tucker', 'song': 'Fragment', 'album': 'Islands', 'genre': 'Hip-Hop', 'artist': 'Meagan Hernandez', 'stream_date': '2022-03-11'}
[2025-08-05T21:30:03.737+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michael Garcia', 'song': 'Fragment', 'album': 'Static', 'genre': 'Metal', 'artist': 'John Gray', 'stream_date': '1992-08-08'}
[2025-08-05T21:30:03.738+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Micheal Good', 'song': 'Gravity', 'album': 'Static', 'genre': 'Country', 'artist': 'Robert Stevens', 'stream_date': '2012-07-30'}
[2025-08-05T21:30:03.742+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Stephanie Phillips', 'song': 'Vapor', 'album': 'Utopia', 'genre': 'Jazz', 'artist': 'Robert Hester', 'stream_date': '1988-01-24'}
[2025-08-05T21:30:03.743+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Miss Michelle Yang', 'song': 'Phoenix', 'album': 'Rebellion', 'genre': 'Reggae', 'artist': 'Ashley Ellis', 'stream_date': '2006-12-11'}
[2025-08-05T21:30:03.745+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Scott Turner', 'song': 'Infinity', 'album': 'Paragon', 'genre': 'Pop', 'artist': 'Kayla Andrews', 'stream_date': '1985-01-05'}
[2025-08-05T21:30:03.747+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Matthew Barber', 'song': 'Quantum', 'album': 'Nightfall', 'genre': 'Hip-Hop', 'artist': 'Jillian Martinez', 'stream_date': '2000-10-13'}
[2025-08-05T21:30:03.748+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Velasquez', 'song': 'Celestial', 'album': 'Elysium', 'genre': 'Hip-Hop', 'artist': 'Jennifer Wade', 'stream_date': '1988-06-27'}
[2025-08-05T21:30:03.748+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Larry Cooper', 'song': 'Equinox', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Chad Kelley', 'stream_date': '2019-10-13'}
[2025-08-05T21:30:03.749+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Pamela Haynes', 'song': 'Radiance', 'album': 'Daybreak', 'genre': 'R&B', 'artist': 'Angela Sharp PhD', 'stream_date': '1989-06-27'}
[2025-08-05T21:30:03.749+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kayla Richardson', 'song': 'Ember', 'album': 'Nightfall', 'genre': 'Hip-Hop', 'artist': 'Michael Watson', 'stream_date': '1972-09-03'}
[2025-08-05T21:30:03.750+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Wesley Hubbard', 'song': 'Paradox', 'album': 'Afterglow', 'genre': 'Country', 'artist': 'Brandon Garza', 'stream_date': '1978-08-25'}
[2025-08-05T21:30:03.751+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nathan Johnson', 'song': 'Odyssey', 'album': 'Rebellion', 'genre': 'Reggae', 'artist': 'Stephen Smith', 'stream_date': '2013-04-13'}
[2025-08-05T21:30:03.754+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Shawn Thompson', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'R&B', 'artist': 'Christine Woodward', 'stream_date': '1973-07-20'}
[2025-08-05T21:30:03.755+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Janet Fuentes', 'song': 'Aurora?', 'album': 'Afterglow', 'genre': 'Metal', 'artist': 'Lisa Velazquez', 'stream_date': '2022-08-08'}
[2025-08-05T21:30:03.758+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Dana Gibson', 'song': 'Zenith', 'album': 'Paragon', 'genre': 'R&B', 'artist': 'Patricia Estrada', 'stream_date': '2020-11-10'}
[2025-08-05T21:30:03.759+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Larry Richardson', 'song': 'Momentum', 'album': 'Nightfall', 'genre': 'Metal', 'artist': 'Seth Martin', 'stream_date': '2019-06-27'}
[2025-08-05T21:30:03.762+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Johns', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'Metal', 'artist': 'Madison Fitzpatrick', 'stream_date': '1993-03-18'}
[2025-08-05T21:30:03.763+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Samuel Trujillo', 'song': 'Odyssey', 'album': 'Exodus', 'genre': 'Hip-Hop', 'artist': 'Jeremy Cook', 'stream_date': '1977-04-10'}
[2025-08-05T21:30:03.766+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Philip Ballard', 'song': 'Euphoria', 'album': 'Rebellion', 'genre': 'R&B', 'artist': 'Omar Bailey', 'stream_date': '1988-12-23'}
[2025-08-05T21:30:03.769+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Crystal Williams', 'song': 'Luminous', 'album': 'Sanctuary', 'genre': 'Reggae', 'artist': 'Mrs. Amy Moore', 'stream_date': '1993-04-27'}
[2025-08-05T21:30:03.774+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rachel Harper', 'song': 'Solstice', 'album': 'Exodus', 'genre': 'Classical', 'artist': 'Gabriel Carney', 'stream_date': '2019-10-12'}
[2025-08-05T21:30:03.776+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Harrell', 'song': 'Nocturne', 'album': 'Sanctuary', 'genre': 'Reggae', 'artist': 'Gregory Phillips', 'stream_date': '2015-12-13'}
[2025-08-05T21:30:03.778+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Andrew Wilson', 'song': 'Drift', 'album': 'Exodus', 'genre': 'Classical', 'artist': 'Andrew Rose', 'stream_date': '2013-02-03'}
