[2025-08-05T21:30:03.263+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-08-05T21:30:03.288+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-02-18T00:00:00+00:00 [queued]>
[2025-08-05T21:30:03.306+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: stream_generator.generator_stream_data scheduled__2025-02-18T00:00:00+00:00 [queued]>
[2025-08-05T21:30:03.306+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-08-05T21:30:03.342+0000] {taskinstance.py:2890} INFO - Executing <Task(StreamProduceOperator): generator_stream_data> on 2025-02-18 00:00:00+00:00
[2025-08-05T21:30:03.355+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'stream_generator', 'generator_stream_data', 'scheduled__2025-02-18T00:00:00+00:00', '--job-id', '737', '--raw', '--subdir', 'DAGS_FOLDER/streams_generator.py', '--cfg-path', '/tmp/tmp7kf82u7j']
[2025-08-05T21:30:03.361+0000] {standard_task_runner.py:105} INFO - Job 737: Subtask generator_stream_data
[2025-08-05T21:30:03.359+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=592) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-08-05T21:30:03.368+0000] {standard_task_runner.py:72} INFO - Started process 614 to run task
[2025-08-05T21:30:03.426+0000] {task_command.py:467} INFO - Running <TaskInstance: stream_generator.generator_stream_data scheduled__2025-02-18T00:00:00+00:00 [running]> on host ef2c5d727bcb
[2025-08-05T21:30:03.562+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='stream_generator' AIRFLOW_CTX_TASK_ID='generator_stream_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-18T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-18T00:00:00+00:00'
[2025-08-05T21:30:03.563+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-08-05T21:30:03.583+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connecting> [IPv4 ('172.18.0.9', 19092)]>: connecting to kafka-broker-3:19092 [('172.18.0.9', 19092) IPv4]
[2025-08-05T21:30:03.597+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 19092)]>: Broker version identified as 2.6
[2025-08-05T21:30:03.597+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Connection complete.
[2025-08-05T21:30:03.716+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connecting> [IPv4 ('172.18.0.7', 19092)]>: connecting to kafka-broker-2:19092 [('172.18.0.7', 19092) IPv4]
[2025-08-05T21:30:03.717+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=5 host=kafka-broker-2:19092 <connected> [IPv4 ('172.18.0.7', 19092)]>: Connection complete.
[2025-08-05T21:30:03.718+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka-broker-3:19092 <connected> [IPv4 ('172.18.0.9', 19092)]>: Closing connection. 
[2025-08-05T21:30:03.728+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Jessica Griffin', 'song': 'Aurora?', 'album': 'Daybreak', 'genre': 'Metal', 'artist': 'David Gilbert', 'stream_date': '2012-11-07'}
[2025-08-05T21:30:03.826+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Amanda Hudson', 'song': 'Horizon', 'album': 'Exodus', 'genre': 'Pop', 'artist': 'Katelyn Parker', 'stream_date': '2011-07-17'}
[2025-08-05T21:30:03.830+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christopher Livingston', 'song': 'Aurora', 'album': 'Sanctuary', 'genre': 'Electronic', 'artist': 'Eugene Calderon', 'stream_date': '2013-04-19'}
[2025-08-05T21:30:03.834+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'James Peterson', 'song': 'Radiant', 'album': 'Static', 'genre': 'Classical', 'artist': 'Connie Gordon', 'stream_date': '2016-03-13'}
[2025-08-05T21:30:03.836+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Frank Rush', 'song': 'Mosaic', 'album': 'Nightfall', 'genre': 'Jazz', 'artist': 'Nicole Smith', 'stream_date': '1978-04-30'}
[2025-08-05T21:30:03.837+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brandon Flores', 'song': 'Radiance', 'album': 'Paragon', 'genre': 'Electronic', 'artist': 'Denise Gill', 'stream_date': '1993-06-12'}
[2025-08-05T21:30:03.838+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Stacy Sutton', 'song': 'Crescendo', 'album': 'Afterglow', 'genre': 'Electronic', 'artist': 'Lindsay Caldwell', 'stream_date': '2022-10-02'}
[2025-08-05T21:30:03.838+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joshua Moore', 'song': 'Velocity', 'album': 'Paragon', 'genre': 'Pop', 'artist': 'David Reid', 'stream_date': '2002-01-10'}
[2025-08-05T21:30:03.839+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Brenda Owens', 'song': 'Tempest', 'album': 'Daybreak', 'genre': 'Hip-Hop', 'artist': 'Courtney Brown', 'stream_date': '2006-08-15'}
[2025-08-05T21:30:03.841+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'April Meza', 'song': 'Radiant', 'album': 'Limelight', 'genre': 'Electronic', 'artist': 'Stephanie Wilson', 'stream_date': '2018-01-27'}
[2025-08-05T21:30:03.843+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Vanessa Gaines', 'song': 'Labyrinth', 'album': 'Daybreak', 'genre': 'Classical', 'artist': 'Mark Boyd', 'stream_date': '1981-04-11'}
[2025-08-05T21:30:03.852+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Betty Reid', 'song': 'Cascade', 'album': 'Nightfall', 'genre': 'Classical', 'artist': 'Amber Fuller', 'stream_date': '2003-05-24'}
[2025-08-05T21:30:03.856+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Salas', 'song': 'Vortex', 'album': 'Paragon', 'genre': 'Country', 'artist': 'Mitchell Cook', 'stream_date': '1989-10-19'}
[2025-08-05T21:30:03.857+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Colleen Moore', 'song': 'Horizon!', 'album': 'Limelight', 'genre': 'Reggae', 'artist': 'Robert Jones', 'stream_date': '2010-11-17'}
[2025-08-05T21:30:03.858+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Joshua Gomez', 'song': 'Aurora?', 'album': 'Exodus', 'genre': 'Metal', 'artist': 'Angela Soto', 'stream_date': '2021-07-30'}
[2025-08-05T21:30:03.859+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Diane Garcia', 'song': 'Luminous', 'album': 'Ascension', 'genre': 'Hip-Hop', 'artist': 'Teresa Weaver', 'stream_date': '2000-09-11'}
[2025-08-05T21:30:03.860+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Solis', 'song': 'Aurora', 'album': 'Threshold', 'genre': 'Reggae', 'artist': 'Spencer Vang', 'stream_date': '1973-09-08'}
[2025-08-05T21:30:03.861+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Christina Williams', 'song': 'Velvet', 'album': 'Islands', 'genre': 'Country', 'artist': 'Zachary Manning', 'stream_date': '1992-11-05'}
[2025-08-05T21:30:03.864+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kimberly Harrington', 'song': 'Constellation', 'album': 'Paragon', 'genre': 'R&B', 'artist': 'Deborah Curtis', 'stream_date': '2001-11-22'}
[2025-08-05T21:30:03.865+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'John Tucker', 'song': 'Fragment', 'album': 'Islands', 'genre': 'Rock', 'artist': 'Meagan Hernandez', 'stream_date': '2022-03-11'}
[2025-08-05T21:30:03.867+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Michael Garcia', 'song': 'Fragment', 'album': 'Static', 'genre': 'Country', 'artist': 'John Gray', 'stream_date': '1992-08-08'}
[2025-08-05T21:30:03.870+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Micheal Good', 'song': 'Gravity', 'album': 'Static', 'genre': 'R&B', 'artist': 'Robert Stevens', 'stream_date': '2012-07-30'}
[2025-08-05T21:30:03.871+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Stephanie Phillips', 'song': 'Vapor', 'album': 'Utopia', 'genre': 'Reggae', 'artist': 'Robert Hester', 'stream_date': '1988-01-24'}
[2025-08-05T21:30:03.874+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Miss Michelle Yang', 'song': 'Phoenix', 'album': 'Rebellion', 'genre': 'Rock', 'artist': 'Ashley Ellis', 'stream_date': '2006-12-11'}
[2025-08-05T21:30:03.877+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Scott Turner', 'song': 'Infinity', 'album': 'Paragon', 'genre': 'Country', 'artist': 'Kayla Andrews', 'stream_date': '1985-01-05'}
[2025-08-05T21:30:03.879+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Matthew Barber', 'song': 'Quantum', 'album': 'Nightfall', 'genre': 'Country', 'artist': 'Jillian Martinez', 'stream_date': '2000-10-13'}
[2025-08-05T21:30:03.882+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Tracy Velasquez', 'song': 'Celestial', 'album': 'Elysium', 'genre': 'Rock', 'artist': 'Jennifer Wade', 'stream_date': '1988-06-27'}
[2025-08-05T21:30:03.884+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Larry Cooper', 'song': 'Equinox', 'album': 'Afterglow', 'genre': 'Rock', 'artist': 'Chad Kelley', 'stream_date': '2019-10-13'}
[2025-08-05T21:30:03.885+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Pamela Haynes', 'song': 'Radiance', 'album': 'Daybreak', 'genre': 'Electronic', 'artist': 'Angela Sharp PhD', 'stream_date': '1989-06-27'}
[2025-08-05T21:30:03.889+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Kayla Richardson', 'song': 'Ember', 'album': 'Nightfall', 'genre': 'R&B', 'artist': 'Michael Watson', 'stream_date': '1972-09-03'}
[2025-08-05T21:30:03.892+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Wesley Hubbard', 'song': 'Paradox', 'album': 'Afterglow', 'genre': 'Pop', 'artist': 'Brandon Garza', 'stream_date': '1978-08-25'}
[2025-08-05T21:30:03.893+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Nathan Johnson', 'song': 'Odyssey', 'album': 'Rebellion', 'genre': 'Jazz', 'artist': 'Stephen Smith', 'stream_date': '2013-04-13'}
[2025-08-05T21:30:03.895+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Shawn Thompson', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'R&B', 'artist': 'Christine Woodward', 'stream_date': '1973-07-20'}
[2025-08-05T21:30:03.900+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Janet Fuentes', 'song': 'Aurora?', 'album': 'Afterglow', 'genre': 'Pop', 'artist': 'Lisa Velazquez', 'stream_date': '2022-08-08'}
[2025-08-05T21:30:03.902+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Dana Gibson', 'song': 'Zenith', 'album': 'Paragon', 'genre': 'Hip-Hop', 'artist': 'Patricia Estrada', 'stream_date': '2020-11-10'}
[2025-08-05T21:30:03.903+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Larry Richardson', 'song': 'Momentum', 'album': 'Nightfall', 'genre': 'Country', 'artist': 'Seth Martin', 'stream_date': '2019-06-27'}
[2025-08-05T21:30:03.904+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Ashley Johns', 'song': 'Echo?', 'album': 'Daybreak', 'genre': 'Pop', 'artist': 'Madison Fitzpatrick', 'stream_date': '1993-03-18'}
[2025-08-05T21:30:03.906+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Samuel Trujillo', 'song': 'Odyssey', 'album': 'Exodus', 'genre': 'Electronic', 'artist': 'Jeremy Cook', 'stream_date': '1977-04-10'}
[2025-08-05T21:30:03.907+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Philip Ballard', 'song': 'Euphoria', 'album': 'Rebellion', 'genre': 'R&B', 'artist': 'Omar Bailey', 'stream_date': '1988-12-23'}
[2025-08-05T21:30:03.907+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Crystal Williams', 'song': 'Luminous', 'album': 'Sanctuary', 'genre': 'R&B', 'artist': 'Mrs. Amy Moore', 'stream_date': '1993-04-27'}
[2025-08-05T21:30:03.908+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Rachel Harper', 'song': 'Solstice', 'album': 'Exodus', 'genre': 'Country', 'artist': 'Gabriel Carney', 'stream_date': '2019-10-12'}
[2025-08-05T21:30:03.908+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Allison Harrell', 'song': 'Nocturne', 'album': 'Sanctuary', 'genre': 'Hip-Hop', 'artist': 'Gregory Phillips', 'stream_date': '2015-12-13'}
[2025-08-05T21:30:03.909+0000] {streams_kafka_operator.py:54} INFO - Sent transaction {'listener': 'Andrew Wilson', 'song': 'Drift', 'album': 'Exodus', 'genre': 'Hip-Hop', 'artist': 'Andrew Rose', 'stream_date': '2013-02-03'}
